Sobic.001G008700	
Sobic.001G008800	
Sobic.001G008900	
Sobic.001G009000	
Sobic.001G009100	
Sobic.001G009200	
Sobic.001G009300	
Sobic.001G009400	
Sobic.001G009500	
Sobic.001G009600	GO:0005524
Sobic.001G009700	GO:0003677
Sobic.001G009800	
Sobic.001G009900	GO:0004592, GO:0015940
Sobic.001G010000	
Sobic.001G010100	
Sobic.001G010200	
Sobic.001G010300	
Sobic.001G010400	
Sobic.001G010500	
Sobic.001G010600	
Sobic.001G010700	GO:0005515
Sobic.001G010800	GO:0000049
Sobic.001G010900	GO:0009055, GO:0015035, GO:0045454
Sobic.001G011000	GO:0005525
Sobic.001G011100	
Sobic.001G011200	
Sobic.001G011300	
Sobic.001G011400	
Sobic.001G011600	
Sobic.001G011700	
Sobic.001G011800	GO:0005515
Sobic.001G012000	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G012100	GO:0008152, GO:0016491
Sobic.001G012200	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G012300	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G012400	GO:0008152, GO:0016758
Sobic.001G012500	GO:0005515
Sobic.001G012600	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Sobic.001G012700	
Sobic.001G012800	
Sobic.001G012900	GO:0007030, GO:0015031, GO:0016020
Sobic.001G013000	
Sobic.001G013100	GO:0005783, GO:0006886, GO:0016021
Sobic.001G013200	GO:0005885, GO:0015629, GO:0030041, GO:0034314
Sobic.001G013300	
Sobic.001G013400	GO:0000775, GO:0007067
Sobic.001G013500	GO:0006351
Sobic.001G013600	
Sobic.001G013701	
Sobic.001G013800	GO:0016787
Sobic.001G013900	GO:0003824, GO:0009058, GO:0030170
Sobic.001G014000	
Sobic.001G014100	
Sobic.001G014200	GO:0004672, GO:0005524, GO:0006468
Sobic.001G014300	GO:0005515
Sobic.001G014400	
Sobic.001G014500	GO:0006351
Sobic.001G014600	
Sobic.001G014700	GO:0004553, GO:0005975
Sobic.001G014800	
Sobic.001G014900	GO:0003824, GO:0008152
Sobic.001G015000	
Sobic.001G015100	
Sobic.001G015200	GO:0003676
Sobic.001G015300	
Sobic.001G015400	GO:0005525
Sobic.001G015500	GO:0016021, GO:0051205
Sobic.001G015600	
Sobic.001G015700	GO:0016788
Sobic.001G015800	GO:0000159, GO:0007165, GO:0008601
Sobic.001G016000	GO:0004649, GO:0005975
Sobic.001G016050	
Sobic.001G016100	
Sobic.001G016200	GO:0000775, GO:0007067
Sobic.001G016201	
Sobic.001G016300	
Sobic.001G016350	
Sobic.001G016400	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Sobic.001G016500	GO:0003735, GO:0005840, GO:0006412, GO:0015934
Sobic.001G016600	GO:0006355
Sobic.001G016700	
Sobic.001G016800	
Sobic.001G016900	GO:0003729, GO:0005685, GO:0006376
Sobic.001G017000	GO:0003735, GO:0005840, GO:0006412, GO:0019843
Sobic.001G017100	
Sobic.001G017200	GO:0008565, GO:0015031, GO:0016021
Sobic.001G017300	
Sobic.001G017400	GO:0005525
Sobic.001G017500	
Sobic.001G017600	
Sobic.001G017700	GO:0017183
Sobic.001G017800	
Sobic.001G017900	
Sobic.001G018000	GO:0016491, GO:0055114
Sobic.001G018100	GO:0004672, GO:0006468
Sobic.001G018200	GO:0016020
Sobic.001G018300	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G018350	GO:0003677, GO:0006355
Sobic.001G018400	
Sobic.001G018500	
Sobic.001G018550	
Sobic.001G018600	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G018700	GO:0003677, GO:0006355
Sobic.001G018800	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G018900	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G019000	
Sobic.001G019100	
Sobic.001G019200	
Sobic.001G019300	
Sobic.001G019400	GO:0004672, GO:0005524, GO:0006468
Sobic.001G019500	
Sobic.001G019601	
Sobic.001G019700	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Sobic.001G019800	GO:0071949
Sobic.001G019900	
Sobic.001G020000	GO:0005847, GO:0006378, GO:0006379
Sobic.001G020100	GO:0003690, GO:0005739, GO:0006355
Sobic.001G020200	
Sobic.001G020350	
Sobic.001G020500	GO:0004672, GO:0005524, GO:0006468, GO:0048544
Sobic.001G020600	
Sobic.001G020700	
Sobic.001G020800	
Sobic.001G020900	
Sobic.001G021000	
Sobic.001G021100	GO:0003690, GO:0005739, GO:0006355
Sobic.001G021200	
Sobic.001G021300	GO:0005525
Sobic.001G021400	GO:0005525
Sobic.001G021500	
Sobic.001G021601	
Sobic.001G021700	GO:0043531
Sobic.001G021800	
Sobic.001G021900	GO:0008152, GO:0016787
Sobic.001G022000	GO:0008152, GO:0016787
Sobic.001G022100	
Sobic.001G022200	
Sobic.001G022300	
Sobic.001G022400	
Sobic.001G022500	GO:0000166, GO:0003676, GO:0004812, GO:0005524, GO:0006418
Sobic.001G022600	GO:0003676, GO:0008270
Sobic.001G022700	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G022800	
Sobic.001G022900	GO:0009055, GO:0051536
Sobic.001G023000	
Sobic.001G023100	GO:0000062, GO:0005515
Sobic.001G023200	
Sobic.001G023300	
Sobic.001G023400	GO:0005525
Sobic.001G023500	
Sobic.001G023600	
Sobic.001G023700	
Sobic.001G023800	
Sobic.001G023900	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Sobic.001G024000	GO:0003723
Sobic.001G024100	
Sobic.001G024200	GO:0006629
Sobic.001G024250	
Sobic.001G024300	GO:0004857
Sobic.001G024400	GO:0004857
Sobic.001G024500	
Sobic.001G024700	
Sobic.001G024800	
Sobic.001G024900	
Sobic.001G025000	
Sobic.001G025101	
Sobic.001G025201	
Sobic.001G025300	
Sobic.001G025400	GO:0003824, GO:0008152
Sobic.001G025500	GO:0005509, GO:0005783, GO:0006457, GO:0051082
Sobic.001G025600	
Sobic.001G025700	GO:0003824, GO:0004722, GO:0006470
Sobic.001G025800	
Sobic.001G025900	
Sobic.001G026000	GO:0005524
Sobic.001G026100	GO:0008152, GO:0016746
Sobic.001G026200	
Sobic.001G026300	
Sobic.001G026400	GO:0008033, GO:0008168
Sobic.001G026500	GO:0003677, GO:0005634
Sobic.001G026600	
Sobic.001G026700	
Sobic.001G026800	
Sobic.001G026900	GO:0008270
Sobic.001G026950	
Sobic.001G027000	
Sobic.001G027100	GO:0004518, GO:0006281
Sobic.001G027200	
Sobic.001G027300	
Sobic.001G027400	
Sobic.001G027500	
Sobic.001G027600	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G027700	
Sobic.001G027800	GO:0004553, GO:0005975
Sobic.001G027900	GO:0006812, GO:0015299, GO:0016021, GO:0055085
Sobic.001G028000	
Sobic.001G028100	GO:0003676, GO:0003677, GO:0003723, GO:0004386, GO:0005524, GO:0005634, GO:0008270, GO:0016787
Sobic.001G028200	GO:0003676, GO:0005524, GO:0008565, GO:0031204
Sobic.001G028301	
Sobic.001G028400	
Sobic.001G028500	
Sobic.001G028600	
Sobic.001G028700	
Sobic.001G028800	
Sobic.001G028900	GO:0006508, GO:0008234
Sobic.001G029000	GO:0003690, GO:0005739, GO:0006355
Sobic.001G029100	GO:0006729, GO:0008124
Sobic.001G029200	GO:0016788
Sobic.001G029300	GO:0009058, GO:0016833
Sobic.001G029400	GO:0003676, GO:0046872
Sobic.001G029500	
Sobic.001G029600	
Sobic.001G029700	
Sobic.001G029800	
Sobic.001G029900	GO:0004672, GO:0006468
Sobic.001G030000	
Sobic.001G030100	
Sobic.001G030200	GO:0006355
Sobic.001G030300	GO:0045039
Sobic.001G030400	GO:0004672, GO:0006468
Sobic.001G030500	GO:0008152, GO:0016758
Sobic.001G030600	GO:0008152, GO:0016758
Sobic.001G030800	GO:0003677, GO:0006355
Sobic.001G030900	GO:0008152, GO:0016758
Sobic.001G031000	GO:0003677, GO:0006355
Sobic.001G031100	
Sobic.001G031200	
Sobic.001G031300	
Sobic.001G031400	
Sobic.001G031500	
Sobic.001G031600	GO:0005516, GO:0006950
Sobic.001G031700	GO:0005215, GO:0006810, GO:0016020, GO:0055085
Sobic.001G031800	
Sobic.001G031900	GO:0005525
Sobic.001G032000	GO:0005215, GO:0006810, GO:0016020
Sobic.001G032100	GO:0004867, GO:0005576
Sobic.001G032200	GO:0016021, GO:0055085
Sobic.001G032300	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G032400	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G032550	
Sobic.001G032700	
Sobic.001G032800	
Sobic.001G032850	
Sobic.001G032900	
Sobic.001G033000	GO:0001510, GO:0008168, GO:0032259
Sobic.001G033100	
Sobic.001G033200	
Sobic.001G033300	
Sobic.001G033400	GO:0004672, GO:0006468
Sobic.001G033500	
Sobic.001G033600	
Sobic.001G033701	
Sobic.001G033800	
Sobic.001G033900	GO:0003690, GO:0005739, GO:0006355
Sobic.001G034000	GO:0003690, GO:0005739, GO:0006355
Sobic.001G034050	
Sobic.001G034100	GO:0003824, GO:0004722, GO:0006470
Sobic.001G034200	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G034300	GO:0003677, GO:0006355
Sobic.001G034400	
Sobic.001G034500	
Sobic.001G034600	GO:0003676, GO:0008270
Sobic.001G034700	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Sobic.001G034900	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Sobic.001G035000	
Sobic.001G035100	
Sobic.001G035200	GO:0008641
Sobic.001G035300	
Sobic.001G035400	GO:0005525
Sobic.001G035450	
Sobic.001G035500	
Sobic.001G035600	GO:0016872
Sobic.001G035700	
Sobic.001G035800	GO:0030001, GO:0046872
Sobic.001G035900	
Sobic.001G036050	
Sobic.001G036200	
Sobic.001G036300	GO:0006508, GO:0008237, GO:0008270, GO:0019370
Sobic.001G036400	
Sobic.001G036600	GO:0005515
Sobic.001G036700	
Sobic.001G036800	GO:0003700, GO:0006355, GO:0007275
Sobic.001G036900	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G037000	GO:0005515, GO:0006355, GO:0042393
Sobic.001G037033	
Sobic.001G037066	
Sobic.001G037100	
Sobic.001G037150	
Sobic.001G037200	
Sobic.001G037300	
Sobic.001G037400	GO:0004672, GO:0005515, GO:0006468
Sobic.001G037500	
Sobic.001G037550	
Sobic.001G037600	
Sobic.001G037700	
Sobic.001G037800	GO:0003824, GO:0050662
Sobic.001G037900	GO:0003824, GO:0050662
Sobic.001G038000	GO:0003993
Sobic.001G038050	
Sobic.001G038100	
Sobic.001G038200	
Sobic.001G038300	
Sobic.001G038400	
Sobic.001G038450	
Sobic.001G038500	
Sobic.001G038601	
Sobic.001G038700	
Sobic.001G038800	GO:0005856, GO:0030036
Sobic.001G038900	
Sobic.001G039000	
Sobic.001G039100	
Sobic.001G039200	
Sobic.001G039300	GO:0005525
Sobic.001G039400	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G039500	
Sobic.001G039600	
Sobic.001G039700	GO:0003676, GO:0003677, GO:0005634, GO:0006351, GO:0008270
Sobic.001G039750	
Sobic.001G039800	GO:0003700, GO:0006355
Sobic.001G039900	GO:0003723
Sobic.001G040000	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G040100	GO:0004489, GO:0006555, GO:0055114
Sobic.001G040200	GO:0003677, GO:0006355
Sobic.001G040300	
Sobic.001G040400	
Sobic.001G040500	GO:0005515, GO:0008270
Sobic.001G040600	GO:0003677, GO:0003916, GO:0003918, GO:0005524, GO:0005694, GO:0006265
Sobic.001G040701	
Sobic.001G040800	
Sobic.001G040900	GO:0003677, GO:0006355
Sobic.001G041000	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G041100	GO:0003676
Sobic.001G041200	GO:0000413, GO:0003755, GO:0006457
Sobic.001G041300	
Sobic.001G041400	GO:0006338, GO:0006355, GO:0031011
Sobic.001G041450	
Sobic.001G041500	GO:0046983
Sobic.001G041600	GO:0008565, GO:0015031
Sobic.001G041700	
Sobic.001G041800	GO:0015979, GO:0015995, GO:0016851
Sobic.001G041900	GO:0004806, GO:0006629
Sobic.001G042000	
Sobic.001G042100	
Sobic.001G042200	GO:0005525, GO:0007264
Sobic.001G042301	
Sobic.001G042400	
Sobic.001G042500	
Sobic.001G042600	
Sobic.001G042700	
Sobic.001G042800	GO:0016787
Sobic.001G042901	GO:0008033
Sobic.001G043000	GO:0008152, GO:0016491
Sobic.001G043100	GO:0005643, GO:0016973
Sobic.001G043200	
Sobic.001G043300	GO:0004672, GO:0006468
Sobic.001G043400	
Sobic.001G043500	GO:0003676
Sobic.001G043601	
Sobic.001G043700	
Sobic.001G043800	GO:0003824
Sobic.001G043900	GO:0000808, GO:0005634, GO:0006260
Sobic.001G044000	GO:0016021
Sobic.001G044100	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Sobic.001G044200	GO:0017148, GO:0030598
Sobic.001G044300	GO:0003700, GO:0006355, GO:0043565
Sobic.001G044400	GO:0008152, GO:0016758
Sobic.001G044500	GO:0016021, GO:0055085
Sobic.001G044600	
Sobic.001G044700	
Sobic.001G044800	
Sobic.001G044900	GO:0003723, GO:0004809, GO:0008033
Sobic.001G045000	GO:0004672, GO:0006468
Sobic.001G045100	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Sobic.001G045300	GO:0005515
Sobic.001G045400	GO:0004650, GO:0005975
Sobic.001G045500	GO:0003677, GO:0006355
Sobic.001G045600	
Sobic.001G045700	
Sobic.001G045800	GO:0004650, GO:0005975
Sobic.001G045900	
Sobic.001G046000	
Sobic.001G046100	GO:0003723, GO:0003735, GO:0005840, GO:0006412
Sobic.001G046200	
Sobic.001G046300	GO:0003723, GO:0003735, GO:0005840, GO:0006412
Sobic.001G046400	
Sobic.001G046500	GO:0006694, GO:0008152, GO:0008168
Sobic.001G046600	GO:0006694, GO:0008152, GO:0008168
Sobic.001G046700	GO:0006694, GO:0008152, GO:0008168
Sobic.001G046800	GO:0009055
Sobic.001G046900	GO:0009522, GO:0009538, GO:0015979
Sobic.001G047000	
Sobic.001G047100	
Sobic.001G047200	
Sobic.001G047400	GO:0007034
Sobic.001G047500	
Sobic.001G047600	GO:0008152, GO:0016746
Sobic.001G047700	
Sobic.001G047800	GO:0005750, GO:0006122
Sobic.001G047900	
Sobic.001G048000	
Sobic.001G048100	GO:0045454
Sobic.001G048200	GO:0003746, GO:0005737, GO:0006414, GO:0043043
Sobic.001G048300	
Sobic.001G048400	GO:0010277, GO:0016491, GO:0051537, GO:0055114
Sobic.001G048500	GO:0010277, GO:0055114
Sobic.001G048600	GO:0010277, GO:0016491, GO:0051537, GO:0055114
Sobic.001G048700	
Sobic.001G048766	GO:0005743, GO:0006850
Sobic.001G048832	GO:0005743, GO:0006850
Sobic.001G048900	
Sobic.001G049000	
Sobic.001G049200	GO:0003824, GO:0008152
Sobic.001G049300	
Sobic.001G049400	GO:0016787
Sobic.001G049500	GO:0003676, GO:0005524
Sobic.001G049600	GO:0009058, GO:0016740
Sobic.001G049700	GO:0008152, GO:0016758
Sobic.001G049800	GO:0003677
Sobic.001G049900	GO:0008152, GO:0016758
Sobic.001G050000	GO:0008152, GO:0016758
Sobic.001G050100	
Sobic.001G050200	
Sobic.001G050300	
Sobic.001G050400	
Sobic.001G050500	GO:0006486, GO:0008378, GO:0016020, GO:0030246
Sobic.001G050600	
Sobic.001G050650	
Sobic.001G050700	GO:0003735, GO:0005840, GO:0006412
Sobic.001G050800	GO:0006486, GO:0008378, GO:0016020, GO:0016757, GO:0030246
Sobic.001G050900	GO:0016491, GO:0055114
Sobic.001G051100	
Sobic.001G051200	GO:0016021, GO:0016192
Sobic.001G051300	GO:0046983
Sobic.001G051400	
Sobic.001G051500	GO:0003676, GO:0005524
Sobic.001G051600	GO:0005524
Sobic.001G051700	
Sobic.001G051800	
Sobic.001G052000	
Sobic.001G052100	
Sobic.001G052200	GO:0004672, GO:0005524, GO:0006468
Sobic.001G052300	
Sobic.001G052350	
Sobic.001G052400	GO:0003676
Sobic.001G052500	GO:0003872, GO:0006096
Sobic.001G052600	GO:0003919, GO:0009231
Sobic.001G052700	GO:0008565, GO:0015031, GO:0030904, GO:0042147
Sobic.001G052800	GO:0005515
Sobic.001G052900	GO:0006662, GO:0015035, GO:0045454
Sobic.001G053000	
Sobic.001G053100	
Sobic.001G053200	
Sobic.001G053350	GO:0005515
Sobic.001G053500	
Sobic.001G053601	
Sobic.001G053700	GO:0003676, GO:0005515
Sobic.001G053800	GO:0005515
Sobic.001G053900	
Sobic.001G054000	
Sobic.001G054050	
Sobic.001G054100	GO:0000287, GO:0003924, GO:0005525
Sobic.001G054200	
Sobic.001G054300	
Sobic.001G054400	
Sobic.001G054500	
Sobic.001G054600	
Sobic.001G054700	
Sobic.001G054800	GO:0000786, GO:0003677, GO:0005634, GO:0006334
Sobic.001G054900	GO:0003735, GO:0005840, GO:0006412
Sobic.001G055100	
Sobic.001G055300	
Sobic.001G055400	GO:0003700, GO:0006355, GO:0043565
Sobic.001G055600	
Sobic.001G055700	GO:0003682
Sobic.001G055800	
Sobic.001G055900	GO:0046872
Sobic.001G056000	
Sobic.001G056100	GO:0005634, GO:0006355
Sobic.001G056200	
Sobic.001G056300	GO:0046983
Sobic.001G056400	GO:0000105
Sobic.001G056500	GO:0004834, GO:0006568
Sobic.001G056601	GO:0000105
Sobic.001G056700	GO:0003700, GO:0006355, GO:0043565
Sobic.001G056800	GO:0003924, GO:0005525
Sobic.001G056900	
Sobic.001G057100	
Sobic.001G057200	GO:0000287, GO:0004743, GO:0006096, GO:0030955
Sobic.001G057300	GO:0003735, GO:0005840, GO:0006412
Sobic.001G057400	
Sobic.001G057500	
Sobic.001G057600	
Sobic.001G057700	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0043565
Sobic.001G057800	
Sobic.001G057900	
Sobic.001G058000	
Sobic.001G058100	
Sobic.001G058200	
Sobic.001G058300	GO:0005515
Sobic.001G058400	
Sobic.001G058500	
Sobic.001G058600	GO:0016021, GO:0055085
Sobic.001G058700	GO:0003676, GO:0004527, GO:0008270
Sobic.001G058800	GO:0006508, GO:0008234
Sobic.001G058900	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G059001	
Sobic.001G059100	GO:0006520, GO:0016491, GO:0055114
Sobic.001G059150	GO:0008080
Sobic.001G059200	GO:0005515
Sobic.001G059300	GO:0008080
Sobic.001G059400	GO:0008080
Sobic.001G059500	
Sobic.001G059600	
Sobic.001G059700	
Sobic.001G059800	GO:0045735
Sobic.001G059900	
Sobic.001G060001	
Sobic.001G060100	GO:0004672, GO:0005524, GO:0006468
Sobic.001G060200	
Sobic.001G060300	
Sobic.001G060401	
Sobic.001G060500	
Sobic.001G060600	GO:0004672, GO:0006468
Sobic.001G060666	
Sobic.001G060732	
Sobic.001G060800	GO:0004672, GO:0006468
Sobic.001G060900	GO:0009055
Sobic.001G061000	GO:0009055
Sobic.001G061101	
Sobic.001G061200	GO:0016021, GO:0016192
Sobic.001G061300	
Sobic.001G061400	GO:0004672, GO:0006468
Sobic.001G061500	
Sobic.001G061600	GO:0004222, GO:0006508
Sobic.001G061700	GO:0005515
Sobic.001G061800	
Sobic.001G061900	GO:0004553, GO:0005975
Sobic.001G062000	
Sobic.001G062066	GO:0009055
Sobic.001G062132	GO:0009055
Sobic.001G062200	GO:0003677, GO:0008270
Sobic.001G062250	GO:0003676, GO:0008270
Sobic.001G062300	GO:0009055, GO:0016491, GO:0046872, GO:0051536, GO:0055114
Sobic.001G062400	
Sobic.001G062500	GO:0009055, GO:0016491, GO:0046872, GO:0051536, GO:0055114
Sobic.001G062600	GO:0009055, GO:0016491, GO:0046872, GO:0051536, GO:0055114
Sobic.001G062700	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Sobic.001G062750	
Sobic.001G062800	
Sobic.001G062900	
Sobic.001G063000	
Sobic.001G063100	
Sobic.001G063200	
Sobic.001G063300	GO:0004672, GO:0006468
Sobic.001G063400	GO:0005515, GO:0008270
Sobic.001G063500	
Sobic.001G063600	GO:0004672, GO:0006468
Sobic.001G063700	
Sobic.001G063800	
Sobic.001G063900	GO:0005515, GO:0008270
Sobic.001G064000	
Sobic.001G064200	
Sobic.001G064300	
Sobic.001G064400	
Sobic.001G064500	GO:0031072, GO:0051082
Sobic.001G064600	GO:0005515
Sobic.001G064700	GO:0004672, GO:0005515, GO:0005524, GO:0006468
Sobic.001G064800	
Sobic.001G064900	GO:0005515, GO:0016020
Sobic.001G065000	
Sobic.001G065100	GO:0006511, GO:0031625
Sobic.001G065150	
Sobic.001G065200	
Sobic.001G065300	GO:0003676, GO:0003677, GO:0003917, GO:0006265, GO:0008270
Sobic.001G065400	
Sobic.001G065500	
Sobic.001G065600	GO:0016491
Sobic.001G065700	
Sobic.001G065800	GO:0005515
Sobic.001G065900	GO:0005515
Sobic.001G066000	GO:0005515
Sobic.001G066100	
Sobic.001G066300	GO:0016020
Sobic.001G066400	
Sobic.001G066500	GO:0005634, GO:0008270
Sobic.001G066600	GO:0003690, GO:0005739, GO:0006355
Sobic.001G066700	GO:0005737, GO:0017089, GO:0046836, GO:0051861
Sobic.001G066800	GO:0005615
Sobic.001G066900	GO:0004553, GO:0005975
Sobic.001G067000	GO:0006402, GO:0030014
Sobic.001G067100	GO:0016491, GO:0055114
Sobic.001G067200	
Sobic.001G067300	GO:0000105, GO:0004399, GO:0008270, GO:0051287, GO:0055114
Sobic.001G067400	
Sobic.001G067500	GO:0006629
Sobic.001G067601	
Sobic.001G067700	
Sobic.001G067800	GO:0016020, GO:0030001, GO:0046873, GO:0055085
Sobic.001G067850	
Sobic.001G067900	GO:0008565, GO:0015031
Sobic.001G068000	
Sobic.001G068066	
Sobic.001G068132	
Sobic.001G068200	
Sobic.001G068301	GO:0046983
Sobic.001G068400	
Sobic.001G068500	
Sobic.001G068600	
Sobic.001G068700	
Sobic.001G068800	
Sobic.001G068901	
Sobic.001G069000	GO:0004751, GO:0009052
Sobic.001G069100	
Sobic.001G069200	
Sobic.001G069300	
Sobic.001G069400	
Sobic.001G069500	GO:0005525
Sobic.001G069600	GO:0006480, GO:0008168
Sobic.001G069700	GO:0005506, GO:0006633, GO:0016491, GO:0055114
Sobic.001G069800	GO:0003924, GO:0005874, GO:0007017
Sobic.001G069900	GO:0003824, GO:0003938, GO:0006164, GO:0055114
Sobic.001G070000	GO:0003779, GO:0005622, GO:0015629, GO:0030042
Sobic.001G070100	GO:0009733
Sobic.001G070200	
Sobic.001G070300	
Sobic.001G070401	
Sobic.001G070500	GO:0009522, GO:0009538, GO:0015979
Sobic.001G070600	GO:0006355, GO:0008270
Sobic.001G070700	GO:0016757
Sobic.001G070800	
Sobic.001G070900	
Sobic.001G071000	GO:0003677, GO:0006355
Sobic.001G071100	
Sobic.001G071200	
Sobic.001G071250	
Sobic.001G071300	
Sobic.001G071400	GO:0005515, GO:0005634, GO:0006351, GO:0006355, GO:0016568
Sobic.001G071500	
Sobic.001G071600	GO:0005515
Sobic.001G071700	GO:0004672, GO:0006468
Sobic.001G071800	GO:0004347, GO:0006094, GO:0006096
Sobic.001G071900	
Sobic.001G072000	GO:0016491, GO:0055114
Sobic.001G072100	
Sobic.001G072200	
Sobic.001G072250	
Sobic.001G072300	
Sobic.001G072400	
Sobic.001G072500	
Sobic.001G072550	
Sobic.001G072600	
Sobic.001G072700	
Sobic.001G072800	
Sobic.001G072900	
Sobic.001G073000	
Sobic.001G073150	GO:0003824, GO:0008168, GO:0010181, GO:0051536
Sobic.001G073300	GO:0008168, GO:0032259
Sobic.001G073400	
Sobic.001G073500	
Sobic.001G073550	
Sobic.001G073600	
Sobic.001G073700	GO:0003924, GO:0005874, GO:0007017
Sobic.001G073800	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G073900	GO:0016491, GO:0016616, GO:0019752, GO:0055114
Sobic.001G074000	GO:0004672, GO:0005515, GO:0005524, GO:0006468
Sobic.001G074100	GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Sobic.001G074200	GO:0004672, GO:0006468
Sobic.001G074300	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Sobic.001G074400	
Sobic.001G074500	
Sobic.001G074601	
Sobic.001G074700	GO:0004129, GO:0005743, GO:0005751
Sobic.001G074800	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G074900	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G075000	GO:0004672, GO:0005524, GO:0006468, GO:0030246
Sobic.001G075101	GO:0003677, GO:0005634, GO:0006355
Sobic.001G075200	
Sobic.001G075201	
